video_id,binary_label,processed_path,split_in_distribution
hSt-aJwZqsY_2_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\hSt-aJwZqsY_2_00.mp4,test
UCNyjybsbiU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\UCNyjybsbiU_00.mp4,test
3dIt2gBnS7o_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\3dIt2gBnS7o_00.mp4,test
6mVcTFd5TzI_12_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\6mVcTFd5TzI_12_00.mp4,test
q0ReAwAoB6c_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\q0ReAwAoB6c_00.mp4,test
OaB8oFL1uKY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\OaB8oFL1uKY_00.mp4,test
udxjyNtNiV4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\udxjyNtNiV4_00.mp4,test
3Gc1wi2Qp4g_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\3Gc1wi2Qp4g_00.mp4,test
RK-Btjd1oXs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\RK-Btjd1oXs_00.mp4,test
QfHs3610Fw4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\QfHs3610Fw4_00.mp4,test
wHixrZXgXRI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\wHixrZXgXRI_00.mp4,test
ed96OpSybeQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ed96OpSybeQ_00.mp4,test
DQ0vvyzJd3A_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\DQ0vvyzJd3A_00.mp4,test
mEEMZBZHIrc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\mEEMZBZHIrc_00.mp4,test
oXMCX36zERc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\oXMCX36zERc_00.mp4,test
luYrUPWqC5w_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\luYrUPWqC5w_00.mp4,test
kbpb8IGOAP0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\kbpb8IGOAP0_00.mp4,test
ZFYfE3_Nz5o_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ZFYfE3_Nz5o_00.mp4,test
bXaAw1730zE_0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\bXaAw1730zE_0_00.mp4,test
R69Y-qYAuis_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\R69Y-qYAuis_00.mp4,test
fK5Y7gMh21c_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\fK5Y7gMh21c_00.mp4,test
xP_sW92sGh8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xP_sW92sGh8_00.mp4,test
v_i8N0-kt2w_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\v_i8N0-kt2w_00.mp4,test
Pv0z5OwmK-Y_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Pv0z5OwmK-Y_00.mp4,test
6eUG-Pp36_s_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\6eUG-Pp36_s_00.mp4,test
a9U54ImNK2M_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\a9U54ImNK2M_00.mp4,test
6Xd4Xk76ylQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\6Xd4Xk76ylQ_00.mp4,test
T1WbCBVGCHg_8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\T1WbCBVGCHg_8_00.mp4,test
LeRsK6lfpK8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\LeRsK6lfpK8_00.mp4,test
mlkJl8ql03o_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\mlkJl8ql03o_00.mp4,test
qZlVsk7-fsk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\qZlVsk7-fsk_00.mp4,test
r0IIrqV5xPo_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\r0IIrqV5xPo_00.mp4,test
1-xArHJFlAQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\1-xArHJFlAQ_00.mp4,test
4XYVvTuLGCg_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\4XYVvTuLGCg_00.mp4,test
iA_u73BG4ZM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\iA_u73BG4ZM_00.mp4,test
YmMM4JeUJJ0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\YmMM4JeUJJ0_00.mp4,test
BEBYF3xd0Lk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\BEBYF3xd0Lk_00.mp4,test
rsB7TD2zW4A_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\rsB7TD2zW4A_00.mp4,test
R9u_i3M7YYA_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\R9u_i3M7YYA_00.mp4,test
nsHYg3ENgk4_5_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\nsHYg3ENgk4_5_00.mp4,test
9fKAb-gGLRM_0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\9fKAb-gGLRM_0_00.mp4,test
lpeKVGzEaUk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\lpeKVGzEaUk_00.mp4,test
GnpwLP2THmM_2_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\GnpwLP2THmM_2_00.mp4,test
UrmfisD-cpk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\UrmfisD-cpk_00.mp4,test
mD8Lu8KAoYc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\mD8Lu8KAoYc_00.mp4,test
DTPQZJzsoXY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\DTPQZJzsoXY_00.mp4,test
pwc7SEk8BA4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\pwc7SEk8BA4_00.mp4,test
iKpoAkiKqjw_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\iKpoAkiKqjw_00.mp4,test
Z52L6jGdSkY_11_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Z52L6jGdSkY_11_00.mp4,test
video57_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\video57_00.mp4,test
OlkuOuXVfQ8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\OlkuOuXVfQ8_00.mp4,test
Vtp5G_Z5BZQ_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Vtp5G_Z5BZQ_01.mp4,test
xrQ3mx08clM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xrQ3mx08clM_00.mp4,test
xpVTZU4KeZA_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xpVTZU4KeZA_00.mp4,test
xApGBKUGoR4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xApGBKUGoR4_00.mp4,test
yQz3PyPvr5Y_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\yQz3PyPvr5Y_00.mp4,test
GnpwLP2THmM_0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\GnpwLP2THmM_0_00.mp4,test
YQG_FvZM9pg_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\YQG_FvZM9pg_00.mp4,test
v9jwlgooOmE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\v9jwlgooOmE_00.mp4,test
c_u8oPMBGEI_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\c_u8oPMBGEI_01.mp4,test
OehnhIPFm4Q_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\OehnhIPFm4Q_01.mp4,test
xFWObpD8KiE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xFWObpD8KiE_00.mp4,test
VObOhcls5kI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\VObOhcls5kI_00.mp4,test
PYeSHbpGyn4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\PYeSHbpGyn4_00.mp4,test
2CilSgyYnK0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\2CilSgyYnK0_00.mp4,test
8eSV1Aza1uE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\8eSV1Aza1uE_00.mp4,test
7AFnEpBVrr4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\7AFnEpBVrr4_00.mp4,test
2W7S_-7F6S8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\2W7S_-7F6S8_00.mp4,test
NdGEyXh1tqA_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\NdGEyXh1tqA_00.mp4,test
NaRgSBNtbFY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\NaRgSBNtbFY_00.mp4,test
CtYbOZdwGkY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\CtYbOZdwGkY_00.mp4,test
T0Rkm2Q2e2k_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\T0Rkm2Q2e2k_00.mp4,test
qWlYogH_23M_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\qWlYogH_23M_00.mp4,test
c4exlXawFaM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\c4exlXawFaM_00.mp4,test
xKT7khciy-c_14_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\xKT7khciy-c_14_00.mp4,test
Sb3SaOYjrrs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Sb3SaOYjrrs_00.mp4,test
T5396f4sJ5w_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\T5396f4sJ5w_00.mp4,test
XLGAfvkvHO0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\XLGAfvkvHO0_00.mp4,test
XESYC4RcqGQ_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\XESYC4RcqGQ_01.mp4,test
4tXvj7hHsNA_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\4tXvj7hHsNA_01.mp4,test
NeOMWr9b_7I_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\NeOMWr9b_7I_00.mp4,test
tmklYgHVZcY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\tmklYgHVZcY_00.mp4,test
ZkHzHo_PvIM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ZkHzHo_PvIM_00.mp4,test
iXbPXFRanm4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\iXbPXFRanm4_00.mp4,test
57T5Z3aTh4s_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\57T5Z3aTh4s_00.mp4,test
FVZu22TdJwc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\FVZu22TdJwc_00.mp4,test
XbW5qJKc8O8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\XbW5qJKc8O8_00.mp4,test
h50TQ3i9k5I_2_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\h50TQ3i9k5I_2_00.mp4,test
OcSiHrgFRNs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\OcSiHrgFRNs_00.mp4,test
Pjuu3TEEonY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Pjuu3TEEonY_00.mp4,test
sRM9RLRUYjI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\sRM9RLRUYjI_00.mp4,test
IjrWDrC23GY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\IjrWDrC23GY_00.mp4,test
CIN6BgkbMDQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\CIN6BgkbMDQ_00.mp4,test
Q90j5Irrj9g_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Q90j5Irrj9g_00.mp4,test
cSCM3PYMKRo_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\cSCM3PYMKRo_01.mp4,test
2UWHJTklurQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\2UWHJTklurQ_00.mp4,test
9_rjoTFi3Ek_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\9_rjoTFi3Ek_00.mp4,test
bw6JUt3iQls_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\bw6JUt3iQls_00.mp4,test
2aYst3H2hjo_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\2aYst3H2hjo_00.mp4,test
wQ_pGHoj2SI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\wQ_pGHoj2SI_00.mp4,test
BX8gqiZIIHs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\BX8gqiZIIHs_00.mp4,test
dIbxWir400s_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\dIbxWir400s_00.mp4,test
kj23OkxXMfU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\kj23OkxXMfU_00.mp4,test
kI-AKIXGLiY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\kI-AKIXGLiY_00.mp4,test
gDCiYQjLeEE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\gDCiYQjLeEE_00.mp4,test
yGYOGSKjE3o_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\yGYOGSKjE3o_00.mp4,test
cPyZuPSQrkI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\cPyZuPSQrkI_00.mp4,test
LI8ZZcRlFV8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\LI8ZZcRlFV8_00.mp4,test
pA6q7Q2EQrw_25_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\pA6q7Q2EQrw_25_00.mp4,test
9DRFJxKHc6g_2_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\9DRFJxKHc6g_2_00.mp4,test
hs-_vD6T78s_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\hs-_vD6T78s_00.mp4,test
GsRdjuR2PpE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\GsRdjuR2PpE_00.mp4,test
zCJ_1fc2nwk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\zCJ_1fc2nwk_00.mp4,test
BdHk9yhbB94_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\BdHk9yhbB94_00.mp4,test
bys_qghQe0w_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\bys_qghQe0w_00.mp4,test
WroDrfySdmc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\WroDrfySdmc_00.mp4,test
ozOAT76M0PM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ozOAT76M0PM_00.mp4,test
nGzSLxoFILc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\nGzSLxoFILc_00.mp4,test
ob6zKCT1SGE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ob6zKCT1SGE_00.mp4,test
lpJL9-mBNmk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\lpJL9-mBNmk_00.mp4,test
Chf8yRqccCM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Chf8yRqccCM_00.mp4,test
6AzIoSDn5Qs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\6AzIoSDn5Qs_00.mp4,test
1D0KxP4drTU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\1D0KxP4drTU_00.mp4,test
nsHYg3ENgk4_1_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\nsHYg3ENgk4_1_00.mp4,test
v0VVrqk4l3o_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\v0VVrqk4l3o_00.mp4,test
jc-fa_AjIXw_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\jc-fa_AjIXw_00.mp4,test
zYgBOSbkY3A_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\zYgBOSbkY3A_00.mp4,test
g59nWt3t9ZM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\g59nWt3t9ZM_00.mp4,test
Nn10f6awuTk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Nn10f6awuTk_00.mp4,test
jvM9Js5f9dI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\jvM9Js5f9dI_00.mp4,test
AuQz_-J2kzc_27_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\AuQz_-J2kzc_27_00.mp4,test
u3KPKXc9A1c_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\u3KPKXc9A1c_00.mp4,test
SA_ZC0qlqdg_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\SA_ZC0qlqdg_00.mp4,test
Zw3DbNY6ZpE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Zw3DbNY6ZpE_00.mp4,test
uD3kjTme_dU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\uD3kjTme_dU_00.mp4,test
HD6QGx9d8ow_1_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\HD6QGx9d8ow_1_00.mp4,test
russia2_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\russia2_00.mp4,test
Ok6RsksG3fY_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\Ok6RsksG3fY_00.mp4,test
6oymx7wBmjw_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\6oymx7wBmjw_00.mp4,test
CkI203kbHQ8_11_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\CkI203kbHQ8_11_00.mp4,test
0puo8kJOlmU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\0puo8kJOlmU_00.mp4,test
aUvorQJ7jRU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\aUvorQJ7jRU_00.mp4,test
cCofNt_oBE8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\cCofNt_oBE8_00.mp4,test
klHFoVQo--8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\klHFoVQo--8_00.mp4,test
CkI203kbHQ8_12_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\CkI203kbHQ8_12_00.mp4,test
XOIVTT7Fn9U_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\XOIVTT7Fn9U_00.mp4,test
CVSBJThqVgA_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\CVSBJThqVgA_00.mp4,test
m8HHbAqyx8g_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\m8HHbAqyx8g_00.mp4,test
91DHD6SEyVU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\91DHD6SEyVU_00.mp4,test
eQ8yX8V88l8_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\eQ8yX8V88l8_00.mp4,test
ht0QCYJRWXc_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\ht0QCYJRWXc_00.mp4,test
YXj8m_rAyaE_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\YXj8m_rAyaE_00.mp4,test
UcJKeuDYOzc_3_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\UcJKeuDYOzc_3_00.mp4,test
5m8QzQubYOI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\5m8QzQubYOI_00.mp4,test
H644DZi-cWQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\H644DZi-cWQ_00.mp4,test
MsQns-Oy-hk_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\MsQns-Oy-hk_00.mp4,test
T1WbCBVGCHg_4_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\T1WbCBVGCHg_4_00.mp4,test
reXieySb4JI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\reXieySb4JI_00.mp4,test
UcJKeuDYOzc_19_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\UcJKeuDYOzc_19_00.mp4,test
YTOvt3Ac1z4_0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\YTOvt3Ac1z4_0_00.mp4,test
GnpwLP2THmM_10_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\GnpwLP2THmM_10_00.mp4,test
pB-O0UY9gM8_01.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\pB-O0UY9gM8_01.mp4,test
iOQcKQHd1og_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\iOQcKQHd1og_00.mp4,test
SPC9zwYFzdI_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\SPC9zwYFzdI_00.mp4,test
BGxp7NOV0AQ_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\BGxp7NOV0AQ_00.mp4,test
zISHd2Jt7Qs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\zISHd2Jt7Qs_00.mp4,test
video26_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\video26_00.mp4,test
T1WbCBVGCHg_0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\T1WbCBVGCHg_0_00.mp4,test
oqzyCtlqYUw_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\oqzyCtlqYUw_00.mp4,test
4XE22RAmqnM_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\4XE22RAmqnM_00.mp4,test
bZp0v_Xt8EU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\bZp0v_Xt8EU_00.mp4,test
aMOOElIYyiU_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\aMOOElIYyiU_00.mp4,test
jwhAPqcuObs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\jwhAPqcuObs_00.mp4,test
A6Ut8jw-oLs_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\A6Ut8jw-oLs_00.mp4,test
tHW7Y0dIwkg_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\tHW7Y0dIwkg_00.mp4,test
DNXPVeHVfik_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\DNXPVeHVfik_00.mp4,test
meDGeTof2x0_00.mp4,1,e:\Rads\Datasets\processed\picek_sorted\trimmed\positive\real\meDGeTof2x0_00.mp4,test
