video_id,source_video_id,binary_label,clip_role,processed_path,split_in_distribution
picek_neg_5caUHPE480M_00,5caUHPE480M,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/5caUHPE480M_00.mp4,test
picek_pos_5uh8-3q51uI_00,5uh8-3q51uI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/5uh8-3q51uI_00.mp4,test
picek_neg_5uh8-3q51uI_00,5uh8-3q51uI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/5uh8-3q51uI_00.mp4,test
picek_pos_62-L7OtC4tg_00,62-L7OtC4tg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/62-L7OtC4tg_00.mp4,test
picek_neg_62-L7OtC4tg_00,62-L7OtC4tg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/62-L7OtC4tg_00.mp4,test
picek_pos_6MBstMRZV9g_00,6MBstMRZV9g,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6MBstMRZV9g_00.mp4,test
picek_neg_6MBstMRZV9g_00,6MBstMRZV9g,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6MBstMRZV9g_00.mp4,test
picek_pos_6Wt8Y2Z1dkc_00,6Wt8Y2Z1dkc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6Wt8Y2Z1dkc_00.mp4,test
picek_neg_6Wt8Y2Z1dkc_00,6Wt8Y2Z1dkc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6Wt8Y2Z1dkc_00.mp4,test
picek_pos_6eUG-Pp36_s_00,6eUG-Pp36_s,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6eUG-Pp36_s_00.mp4,test
picek_neg_6eUG-Pp36_s_00,6eUG-Pp36_s,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6eUG-Pp36_s_00.mp4,test
picek_pos_6oAeUvxmeME_00,6oAeUvxmeME,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6oAeUvxmeME_00.mp4,test
picek_neg_6oAeUvxmeME_00,6oAeUvxmeME,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6oAeUvxmeME_00.mp4,test
picek_pos_6oymx7wBmjw_00,6oymx7wBmjw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6oymx7wBmjw_00.mp4,test
picek_neg_6oymx7wBmjw_00,6oymx7wBmjw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6oymx7wBmjw_00.mp4,test
picek_pos_6rWXOsN-MDM_00,6rWXOsN-MDM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/6rWXOsN-MDM_00.mp4,test
picek_neg_6rWXOsN-MDM_00,6rWXOsN-MDM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/6rWXOsN-MDM_00.mp4,test
picek_pos_75qRY47mjfQ_00,75qRY47mjfQ,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/75qRY47mjfQ_00.mp4,test
picek_neg_75qRY47mjfQ_00,75qRY47mjfQ,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/75qRY47mjfQ_00.mp4,test
picek_pos_7O6n0GkXt_g_00,7O6n0GkXt_g,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/7O6n0GkXt_g_00.mp4,test
picek_neg_7O6n0GkXt_g_00,7O6n0GkXt_g,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/7O6n0GkXt_g_00.mp4,test
picek_pos_7_GBBO6jreo_00,7_GBBO6jreo,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/7_GBBO6jreo_00.mp4,test
picek_neg_7_GBBO6jreo_00,7_GBBO6jreo,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/7_GBBO6jreo_00.mp4,test
picek_pos_8eSV1Aza1uE_00,8eSV1Aza1uE,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/8eSV1Aza1uE_00.mp4,test
picek_neg_8eSV1Aza1uE_00,8eSV1Aza1uE,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/8eSV1Aza1uE_00.mp4,test
picek_pos_8o-2-9mO8C0_00,8o-2-9mO8C0,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/8o-2-9mO8C0_00.mp4,test
picek_neg_8o-2-9mO8C0_00,8o-2-9mO8C0,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/8o-2-9mO8C0_00.mp4,test
picek_pos_8s8en2EJPzg_00,8s8en2EJPzg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/8s8en2EJPzg_00.mp4,test
picek_neg_8s8en2EJPzg_00,8s8en2EJPzg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/8s8en2EJPzg_00.mp4,test
picek_pos_95Tx-2p0O_E_00,95Tx-2p0O_E,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/95Tx-2p0O_E_00.mp4,test
picek_neg_95Tx-2p0O_E_00,95Tx-2p0O_E,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/95Tx-2p0O_E_00.mp4,test
picek_pos_9DRFJxKHc6g_2_00,9DRFJxKHc6g,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/9DRFJxKHc6g_2_00.mp4,test
picek_neg_9DRFJxKHc6g_2_00,9DRFJxKHc6g,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/9DRFJxKHc6g_2_00.mp4,test
picek_pos_9PeFHB3oBKg_00,9PeFHB3oBKg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/9PeFHB3oBKg_00.mp4,test
picek_neg_9PeFHB3oBKg_00,9PeFHB3oBKg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/9PeFHB3oBKg_00.mp4,test
picek_pos_9VTtD6Sw6N4_00,9VTtD6Sw6N4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/9VTtD6Sw6N4_00.mp4,test
picek_neg_9VTtD6Sw6N4_00,9VTtD6Sw6N4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/9VTtD6Sw6N4_00.mp4,test
picek_pos_9tBAfjjPEkw_00,9tBAfjjPEkw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/9tBAfjjPEkw_00.mp4,test
picek_neg_9tBAfjjPEkw_00,9tBAfjjPEkw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/9tBAfjjPEkw_00.mp4,test
picek_pos_A6Ut8jw-oLs_00,A6Ut8jw-oLs,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/A6Ut8jw-oLs_00.mp4,test
picek_neg_A6Ut8jw-oLs_00,A6Ut8jw-oLs,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/A6Ut8jw-oLs_00.mp4,test
picek_pos_AOlLjNQ2vu4_00,AOlLjNQ2vu4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/AOlLjNQ2vu4_00.mp4,test
picek_neg_AOlLjNQ2vu4_00,AOlLjNQ2vu4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/AOlLjNQ2vu4_00.mp4,test
picek_pos_As0H5IK0CBI_00,As0H5IK0CBI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/As0H5IK0CBI_00.mp4,test
picek_neg_As0H5IK0CBI_00,As0H5IK0CBI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/As0H5IK0CBI_00.mp4,test
picek_pos_AuQz_-J2kzc_14_00,AuQz_-J2kzc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/AuQz_-J2kzc_14_00.mp4,test
picek_neg_AuQz_-J2kzc_14_00,AuQz_-J2kzc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/AuQz_-J2kzc_14_00.mp4,test
picek_pos_BJ2kS9k9sZI_00,BJ2kS9k9sZI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/BJ2kS9k9sZI_00.mp4,test
picek_neg_BJ2kS9k9sZI_00,BJ2kS9k9sZI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/BJ2kS9k9sZI_00.mp4,test
picek_pos_BVXW2dz2OYA_00,BVXW2dz2OYA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/BVXW2dz2OYA_00.mp4,test
picek_neg_BVXW2dz2OYA_00,BVXW2dz2OYA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/BVXW2dz2OYA_00.mp4,test
picek_pos_B_6HYZSji3I_00,B_6HYZSji3I,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/B_6HYZSji3I_00.mp4,test
picek_neg_B_6HYZSji3I_00,B_6HYZSji3I,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/B_6HYZSji3I_00.mp4,test
picek_pos_B_nBw3PcHXg_00,B_nBw3PcHXg,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/B_nBw3PcHXg_00.mp4,test
picek_neg_B_nBw3PcHXg_00,B_nBw3PcHXg,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/B_nBw3PcHXg_00.mp4,test
picek_pos_BgdKGnFqz0I_00,BgdKGnFqz0I,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/BgdKGnFqz0I_00.mp4,test
picek_neg_BgdKGnFqz0I_00,BgdKGnFqz0I,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/BgdKGnFqz0I_00.mp4,test
picek_pos_CnsDyfXdf8s_0_00,CnsDyfXdf8s,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/CnsDyfXdf8s_0_00.mp4,test
picek_neg_CnsDyfXdf8s_0_00,CnsDyfXdf8s,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/CnsDyfXdf8s_0_00.mp4,test
picek_pos_CuKoIfFdF_U_00,CuKoIfFdF_U,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/CuKoIfFdF_U_00.mp4,test
picek_neg_CuKoIfFdF_U_00,CuKoIfFdF_U,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/CuKoIfFdF_U_00.mp4,test
picek_pos_DVEA5y2V4-w_00,DVEA5y2V4-w,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/DVEA5y2V4-w_00.mp4,test
picek_neg_DVEA5y2V4-w_00,DVEA5y2V4-w,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/DVEA5y2V4-w_00.mp4,test
picek_pos_EAXHuVGCmSA_00,EAXHuVGCmSA,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/EAXHuVGCmSA_00.mp4,test
picek_neg_EAXHuVGCmSA_00,EAXHuVGCmSA,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/EAXHuVGCmSA_00.mp4,test
picek_pos_EBUkwCDDOIU_00,EBUkwCDDOIU,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/EBUkwCDDOIU_00.mp4,test
picek_neg_EBUkwCDDOIU_00,EBUkwCDDOIU,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/EBUkwCDDOIU_00.mp4,test
picek_pos_EJodW3XFdU4_00,EJodW3XFdU4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/EJodW3XFdU4_00.mp4,test
picek_neg_EJodW3XFdU4_00,EJodW3XFdU4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/EJodW3XFdU4_00.mp4,test
picek_pos_EyZo7F2P35A_00,EyZo7F2P35A,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/EyZo7F2P35A_00.mp4,test
picek_neg_EyZo7F2P35A_00,EyZo7F2P35A,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/EyZo7F2P35A_00.mp4,test
picek_pos_EzI5Rn3z4ew_00,EzI5Rn3z4ew,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/EzI5Rn3z4ew_00.mp4,test
picek_neg_EzI5Rn3z4ew_00,EzI5Rn3z4ew,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/EzI5Rn3z4ew_00.mp4,test
picek_pos_FOPldt8txP4_00,FOPldt8txP4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/FOPldt8txP4_00.mp4,test
picek_neg_FOPldt8txP4_00,FOPldt8txP4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/FOPldt8txP4_00.mp4,test
picek_pos_G4QrIWuvNoM_00,G4QrIWuvNoM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/G4QrIWuvNoM_00.mp4,test
picek_neg_G4QrIWuvNoM_00,G4QrIWuvNoM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/G4QrIWuvNoM_00.mp4,test
picek_pos_GDadq8Vznvc_00,GDadq8Vznvc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/GDadq8Vznvc_00.mp4,test
picek_neg_GDadq8Vznvc_00,GDadq8Vznvc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/GDadq8Vznvc_00.mp4,test
picek_pos_Ga8NZJ64V80_00,Ga8NZJ64V80,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Ga8NZJ64V80_00.mp4,test
picek_neg_Ga8NZJ64V80_00,Ga8NZJ64V80,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Ga8NZJ64V80_00.mp4,test
picek_pos_GbIQab3ECjI_00,GbIQab3ECjI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/GbIQab3ECjI_00.mp4,test
picek_neg_GbIQab3ECjI_00,GbIQab3ECjI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/GbIQab3ECjI_00.mp4,test
picek_pos_Gg9E2AQBMpM_00,Gg9E2AQBMpM,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Gg9E2AQBMpM_00.mp4,test
picek_neg_Gg9E2AQBMpM_00,Gg9E2AQBMpM,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Gg9E2AQBMpM_00.mp4,test
picek_pos_H6A3xLciOZk_00,H6A3xLciOZk,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/H6A3xLciOZk_00.mp4,test
picek_neg_H6A3xLciOZk_00,H6A3xLciOZk,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/H6A3xLciOZk_00.mp4,test
picek_pos_HC89136mZXs_00,HC89136mZXs,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/HC89136mZXs_00.mp4,test
picek_neg_HC89136mZXs_00,HC89136mZXs,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/HC89136mZXs_00.mp4,test
picek_pos_HMdWAx9g5eI_00,HMdWAx9g5eI,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/HMdWAx9g5eI_00.mp4,test
picek_neg_HMdWAx9g5eI_00,HMdWAx9g5eI,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/HMdWAx9g5eI_00.mp4,test
picek_pos_Hjax6nMPd6Q_00,Hjax6nMPd6Q,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Hjax6nMPd6Q_00.mp4,test
picek_neg_Hjax6nMPd6Q_00,Hjax6nMPd6Q,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Hjax6nMPd6Q_00.mp4,test
picek_pos_HsI9suJ4Mkw_00,HsI9suJ4Mkw,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/HsI9suJ4Mkw_00.mp4,test
picek_neg_HsI9suJ4Mkw_00,HsI9suJ4Mkw,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/HsI9suJ4Mkw_00.mp4,test
picek_pos_I2syQkUAm0g_00,I2syQkUAm0g,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/I2syQkUAm0g_00.mp4,test
picek_neg_I2syQkUAm0g_00,I2syQkUAm0g,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/I2syQkUAm0g_00.mp4,test
picek_pos_Ib9wzyr5GqE_00,Ib9wzyr5GqE,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Ib9wzyr5GqE_00.mp4,test
picek_neg_Ib9wzyr5GqE_00,Ib9wzyr5GqE,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Ib9wzyr5GqE_00.mp4,test
picek_pos_IjrWDrC23GY_00,IjrWDrC23GY,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/IjrWDrC23GY_00.mp4,test
picek_neg_IjrWDrC23GY_00,IjrWDrC23GY,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/IjrWDrC23GY_00.mp4,test
picek_pos_IlublX9hlVc_00,IlublX9hlVc,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/IlublX9hlVc_00.mp4,test
picek_neg_IlublX9hlVc_00,IlublX9hlVc,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/IlublX9hlVc_00.mp4,test
picek_pos_J4QZ5vJy-3E_00,J4QZ5vJy-3E,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/J4QZ5vJy-3E_00.mp4,test
picek_neg_J4QZ5vJy-3E_00,J4QZ5vJy-3E,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/J4QZ5vJy-3E_00.mp4,test
picek_pos_JGD3vYYu5S4_00,JGD3vYYu5S4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/JGD3vYYu5S4_00.mp4,test
picek_neg_JGD3vYYu5S4_00,JGD3vYYu5S4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/JGD3vYYu5S4_00.mp4,test
picek_pos_JGeH83hHjpE_00,JGeH83hHjpE,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/JGeH83hHjpE_00.mp4,test
picek_neg_JGeH83hHjpE_00,JGeH83hHjpE,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/JGeH83hHjpE_00.mp4,test
picek_pos_JZnyV3r3cA4_00,JZnyV3r3cA4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/JZnyV3r3cA4_00.mp4,test
picek_neg_JZnyV3r3cA4_00,JZnyV3r3cA4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/JZnyV3r3cA4_00.mp4,test
picek_pos_Jafouq9fwp4_00,Jafouq9fwp4,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/Jafouq9fwp4_00.mp4,test
picek_neg_Jafouq9fwp4_00,Jafouq9fwp4,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/Jafouq9fwp4_00.mp4,test
picek_pos_JdSFsM58Vrs_00,JdSFsM58Vrs,1,positive_accident,Datasets/processed/picek_sorted/trimmed/positive/real/JdSFsM58Vrs_00.mp4,test
picek_neg_JdSFsM58Vrs_00,JdSFsM58Vrs,0,negative_pre_accident,Datasets/processed/picek_sorted/trimmed/negative/real/JdSFsM58Vrs_00.mp4,test
