video_id,dataset_name,source_type,dataset_version,pipeline_version,original_path,processed_path,video_path_mode,validation_status,processing_status,preprocessing_status,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,weather,no_frames,duration,height,width,fps,file_size_bytes,file_hash,annotation_available,split,split_in_distribution,split_geo_aware,rollover,region,scene_layout,day_time,quality,annotations_path,map,camera_position,annotations_start_offset,is_duplicate,duplicate_group_id,processed_at,media_type,metadata_source,weather_confidence,day_time_confidence,channels,codec,generated_at
,tudat,real,2.0,,Positive_Vidoes/v22.mov,,,,,,accident,,,,,,,,,,438.0,7.4833,1330,2390,58.5301,28650646,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.3511,0.2485,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v24.mov,,,,,,accident,,,,,,,,,,511.0,8.7333,1330,2390,58.5115,26115997,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0264,0.2647,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v25.mov,,,,,,accident,,,,,,,,,rain,893.0,14.95,1330,2390,59.7324,32163533,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.5296,0.3454,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v26.mov,,,,,,accident,,,,,,,,,,653.0,11.1833,1330,2390,58.3905,37159139,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.073,0.2124,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v28.mov,,,,,,accident,,,,,,,,,,383.0,6.5833,1330,2390,58.1772,24174019,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0763,0.1731,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v29.mov,,,,,,accident,,,,,,,,,,831.0,14.1833,1240,2370,58.5899,22887493,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.1678,0.3288,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v3.mov,,,,,,accident,,,,,,,,,,855.0,14.25,1336,2524,60.0,36121754,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.3552,0.2619,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v31.mov,,,,,,accident,,,,,,,,,,423.0,7.45,1240,2370,56.7785,16283225,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0325,0.3273,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v33.mov,,,,,,accident,,,,,,,,,rain,258.0,4.35,1246,1786,59.3103,9138507,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.4536,0.2056,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v36.mov,,,,,,accident,,,,,,,,,,330.0,5.7333,1236,2362,57.5581,10874419,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0507,0.3603,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v37.mov,,,,,,accident,,,,,,,,,,289.0,5.1,1230,2366,56.6667,10926894,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.057,0.3899,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v38.mov,,,,,,accident,,,,,,,,,,310.0,5.5,1234,2368,56.3636,12200732,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.3111,0.3931,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v39.mov,,,,,,accident,,,,,,,,,rain,280.0,4.7833,1234,2368,58.5366,10606921,,,,train,,,,,day,,,,,,False,,,video,folder_structure,0.6101,0.4597,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v40.mov,,,,,,accident,,,,,,,,,,331.0,5.6833,1242,2382,58.2405,15305207,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0734,0.2743,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v42.mov,,,,,,accident,,,,,,,,,,238.0,6.6517,524,888,35.7805,2208436,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.1046,0.278,,hevc,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v43.mov,,,,,,accident,,,,,,,,,,695.0,11.85,1330,2390,58.6498,48282750,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.2941,0.3814,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v44.mov,,,,,,accident,,,,,,,,,,687.0,11.75,1240,2370,58.4681,18881187,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0095,0.0594,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v46.mov,,,,,,accident,,,,,,,,,rain,407.0,6.85,1246,1786,59.4161,10702613,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.5235,0.2718,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v48.mov,,,,,,accident,,,,,,,,,rain,735.0,12.4333,1234,2354,59.1153,14033717,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.4113,0.2597,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v49.mov,,,,,,accident,,,,,,,,,,658.0,11.3833,1330,2390,57.8038,54999418,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0003,0.3481,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v50.mov,,,,,,accident,,,,,,,,,,957.0,16.2167,1330,2390,59.0134,69707148,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.0062,0.2993,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v51.mov,,,,,,accident,,,,,,,,,rain,658.0,11.1167,1332,2386,59.1904,48161004,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.5096,0.2758,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v6.mov,,,,,,accident,,,,,,,,,,686.0,11.5833,1332,2386,59.223,47980397,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.2409,0.2437,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v8.mov,,,,,,accident,,,,,,,,,rain,470.0,7.9833,1332,2386,58.8727,25892149,,,,train,,,,,,,,,,,False,,,video,folder_structure,0.4638,0.145,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v10.mov,,,,,,non-accident,,,,,,,,,,330.0,5.8833,1352,2392,56.0907,21120888,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.2997,0.2263,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v12.mov,,,,,,non-accident,,,,,,,,,rain,139.0,2.35,1352,2392,59.1489,8271323,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.5431,0.2259,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v18.mov,,,,,,non-accident,,,,,,,,,rain,200.0,3.45,1352,2392,57.971,7833354,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.4079,0.2697,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v28.mov,,,,,,non-accident,,,,,,,,,,91.0,1.7167,1330,2390,53.0097,7248655,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.0719,0.183,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v33.mov,,,,,,non-accident,,,,,,,,,rain,72.0,1.25,1246,1786,57.6,2362335,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.4721,0.2058,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v35.mov,,,,,,non-accident,,,,,,,,,,28.0,0.4833,1246,1786,57.931,594107,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.3074,0.1444,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v42.mov,,,,,,non-accident,,,,,,,,,,44.0,1.2583,524,888,34.9669,606002,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.1672,0.2806,,hevc,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v12.mov,,,,,,accident,,,,,,,,,rain,519.0,8.6833,1352,2392,59.7697,27802575,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.5356,0.2265,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v2.mov,,,,,,accident,,,,,,,,,rain,262.0,4.5833,1336,2524,57.1636,8952782,,,,val,,,,,day,,,,,,False,,,video,folder_structure,0.5612,0.4292,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v30.mov,,,,,,accident,,,,,,,,,,1432.0,24.25,1240,2370,59.0515,34185004,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.006,0.2482,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v35.mov,,,,,,accident,,,,,,,,,,172.0,2.8833,1246,1786,59.6532,3443024,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.2921,0.1471,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v4.mov,,,,,,accident,,,,,,,,,,529.0,8.8167,1332,2386,60.0,35471573,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.3026,0.2256,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v45.mov,,,,,,accident,,,,,,,,,rain,747.0,12.9167,1240,2370,57.8323,20096015,,,,val,,,,,,,,,,,False,,,video,folder_structure,0.5782,0.2378,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v15.mov,,,,,,non-accident,,,,,,,,,,309.0,5.25,1352,2392,58.8571,23456486,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1195,0.2419,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v16.mov,,,,,,non-accident,,,,,,,,,,52.0,1.1833,1352,2392,43.9437,3585507,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.0271,0.318,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v22.mov,,,,,,non-accident,,,,,,,,,,168.0,2.9833,1330,2390,56.3128,11658645,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.3357,0.2503,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v25.mov,,,,,,non-accident,,,,,,,,,rain,407.0,6.85,1330,2390,59.4161,13708000,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.5316,0.346,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v32.mov,,,,,,non-accident,,,,,,,,,,290.0,5.1,1246,1786,56.8627,5918833,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1316,0.1477,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v41.mov,,,,,,non-accident,,,,,,,,,,875.0,14.7667,1344,2398,59.2551,29427970,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.056,0.0381,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v7.mov,,,,,,non-accident,,,,,,,,,,257.0,4.4333,1332,2386,57.9699,17588079,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1118,0.3698,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Negative_Videos/v9.mov,,,,,,non-accident,,,,,,,,,,226.0,4.15,1332,2386,54.4578,11720279,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.0565,0.1306,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v23.mov,,,,,,accident,,,,,,,,,,575.0,9.7833,1330,2390,58.7734,30470721,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1376,0.2366,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v27.mov,,,,,,accident,,,,,,,,,,588.0,10.2167,1330,2390,57.553,31723996,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.0424,0.2465,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v32.mov,,,,,,accident,,,,,,,,,,806.0,13.7,1246,1786,58.8321,22270345,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1266,0.0585,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v34.mov,,,,,,accident,,,,,,,,,rain,247.0,4.15,1246,1786,59.5181,8701613,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.484,0.2708,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v47.mov,,,,,,accident,,,,,,,,,rain,544.0,9.2833,1246,1786,58.5996,16395460,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.5578,0.2384,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v5.mov,,,,,,accident,,,,,,,,,,678.0,11.4833,1332,2386,59.0421,41527045,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.1221,0.1651,,h264,2026-07-23T17:18:22.295474+00:00
,tudat,real,2.0,,Positive_Vidoes/v9.mov,,,,,,accident,,,,,,,,,,480.0,8.3833,1332,2386,57.2565,23708190,,,,test,,,,,,,,,,,False,,,video,folder_structure,0.0583,0.1332,,h264,2026-07-23T17:18:22.295474+00:00
